Label	Gene	Product																	RheaRid	AnnotatedRid	CreationDate	AmigeneStatus	PubmedID	BioProcess	Matrix	Annotator	Atot	Ctot	Gtot	Ttot	GCtot	ATtot	A1	C1	G1	T1	GC1	AT1	A2	C2	G2	T2	GC2	AT2	A3	C3	G3	T3	GC3	AT3	CAI	MW	KD	Tiny	Small	Aliphatic	Aromatic	Non_Polar	Polar	Charged	Basic	Acidic	Pi	OI
BSU35420	flgN	factor required for flagellar based motility																			30/04/2014 15:40	no	24706744	16.5 : Explore ;	1	adanchin	0.36646	0.2029	0.202899	0.227743	0.405797	0.594203	0.378882	0.204969	0.254658	0.161491	0.459627	0.540373	0.409938	0.223602	0.099379	0.267081	0.322981	0.677019	0.310559	0.180124	0.254658	0.254658	0.434783	0.565217	0.538236	18181.205	-0.54125	0.28125	0.4	0.21875	0.06875	0.41875	0.58125	0.30625	0.16875	0.1375	8.753685	8.34375
BSU35430	flgM	anti-sigma factor repressor of sigma(D)-dependent transcription																			20/10/2014 16:30	no	10207036, 10322161, 14762011, 16673084, 21736639, 25313396	16.3 : Control ;	3	adanchin	0.438202	0.176	0.161049	0.224719	0.337079	0.662921	0.359551	0.213483	0.280899	0.146067	0.494382	0.505618	0.52809	0.224719	0.044944	0.202247	0.269663	0.730337	0.426966	0.089888	0.157303	0.325843	0.247191	0.752809	0.672218	9999.815	-1.004545	0.238636	0.443182	0.147727	0.090909	0.409091	0.590909	0.261364	0.170455	0.090909	9.523796	8.988636
BSU35440	yvyF	putative regulator of flagella formation																			25/05/2007 15:21	no	9696775	16.3 : Control ;	3	adanchin	0.37619	0.1643	0.221429	0.238095	0.385714	0.614286	0.378571	0.157143	0.25	0.214286	0.407143	0.592857	0.442857	0.171429	0.164286	0.221429	0.335714	0.664286	0.307143	0.164286	0.25	0.278571	0.414286	0.585714	0.509449	16231	-0.815108	0.258993	0.395683	0.172662	0.093525	0.417266	0.582734	0.345324	0.194245	0.151079	8.375999	9.769784
BSU35450	comFC	putative component of the DNA transport apparatus																			27/11/2014 13:27	no	8045879, 8412657, 16009133	16.1 : Circulate ;	2	adanchin	0.313043	0.2043	0.2	0.282609	0.404348	0.595652	0.304348	0.191304	0.243478	0.26087	0.434783	0.565217	0.321739	0.208696	0.186957	0.282609	0.395652	0.604348	0.313043	0.213043	0.169565	0.304348	0.382609	0.617391	0.516328	26394.59	-0.358515	0.275109	0.449782	0.218341	0.113537	0.480349	0.519651	0.310044	0.19214	0.117904	9.114815	9.091703
BSU35460	comFB	putative regulator of competence																			27/11/2014 11:33	no	8045879, 8412657, 16009133, 25423369	16.1 : Circulate ;	1	adanchin	0.343434	0.1886	0.205387	0.262626	0.393939	0.606061	0.313131	0.171717	0.323232	0.191919	0.494949	0.505051	0.373737	0.212121	0.090909	0.323232	0.30303	0.69697	0.343434	0.181818	0.20202	0.272727	0.383838	0.616162	0.596842	10975.305	-0.007143	0.265306	0.5	0.255102	0.061224	0.510204	0.489796	0.244898	0.112245	0.132653	5.018913	9.204082
BSU35470	comFA	helicase competence protein																			12/04/2011 14:14	no	11359569, 12123453, 16009133, 8045895, 21397556	16.1 : Circulate ;	1	adanchin	0.319684	0.1961	0.231322	0.252874	0.427443	0.572557	0.303879	0.196121	0.30819	0.19181	0.50431	0.49569	0.334052	0.217672	0.181034	0.267241	0.398707	0.601293	0.321121	0.174569	0.204741	0.299569	0.37931	0.62069	0.520099	52531.49	-0.429806	0.276458	0.462203	0.213823	0.110151	0.50108	0.49892	0.298056	0.187905	0.110151	9.512688	9.190065
BSU35480	yviA	conserved hypothetical protein																			25/05/2007 15:40	no	17114254, 3926750		3	adanchin	0.300236	0.1868	0.241135	0.271868	0.427896	0.572104	0.29078	0.177305	0.358156	0.173759	0.535461	0.464539	0.347518	0.198582	0.156028	0.297872	0.35461	0.64539	0.262411	0.184397	0.20922	0.343972	0.393617	0.606383	0.575548	31578.98	-0.152669	0.270463	0.441281	0.231317	0.124555	0.548043	0.451957	0.291815	0.142349	0.149466	5.364449	9.106762
BSU35490	degU	two-component response regulator																			29/04/2015 19:23	no	10908654, 11557812, 12471443, 12950930, 14563871, 15342569, 15598897, 17590234, 21736639, 25880922, 25887289	16.3 : Control ;	3	adanchin	0.315942	0.1855	0.237681	0.26087	0.423188	0.576812	0.295652	0.195652	0.395652	0.113043	0.591304	0.408696	0.369565	0.165217	0.13913	0.326087	0.304348	0.695652	0.282609	0.195652	0.178261	0.343478	0.373913	0.626087	0.612271	25833.45	-0.241048	0.209607	0.489083	0.279476	0.100437	0.515284	0.484716	0.31441	0.161572	0.152838	5.658501	9.868996
BSU35500	degS	two-component sensor histidine kinase																			25/05/2007 21:44	no	11717295, 12183369, 12471443, 12950930, 14563871	16.12 : Sense ; 16.3 : Control ;	1	adanchin	0.331606	0.1701	0.259067	0.239206	0.429188	0.570812	0.305699	0.215026	0.334197	0.145078	0.549223	0.450777	0.396373	0.132124	0.147668	0.323834	0.279793	0.720207	0.292746	0.163212	0.295337	0.248705	0.458549	0.541451	0.493774	44956.07	-0.541039	0.181818	0.353247	0.257143	0.072727	0.45974	0.54026	0.353247	0.179221	0.174026	6.056587	9.584416
BSU35510	yvyE	putative translation regulator																			20/03/2012 12:04	no	11116084, 22404850		1	adanchin	0.345566	0.1621	0.244648	0.247706	0.406728	0.593272	0.316514	0.155963	0.353211	0.174312	0.509174	0.490826	0.408257	0.169725	0.16055	0.261468	0.330275	0.669725	0.311927	0.16055	0.220183	0.307339	0.380734	0.619266	0.558594	24837.13	-0.565438	0.267281	0.414747	0.207373	0.129032	0.465438	0.534562	0.336406	0.175115	0.16129	5.84211	9.654378
BSU35520	yvhJ	putative membrane bound transcriptional regulator																			25/05/2007 21:38	no		16.3 : Control ;	3	adanchin	0.352891	0.1939	0.221939	0.231293	0.415816	0.584184	0.408163	0.117347	0.32398	0.15051	0.441327	0.558673	0.362245	0.206633	0.191327	0.239796	0.397959	0.602041	0.288265	0.257653	0.15051	0.303571	0.408163	0.591837	0.584512	43209.66	-0.673402	0.324808	0.544757	0.186701	0.074169	0.42711	0.57289	0.296675	0.15601	0.140665	8.784447	8.83376
BSU35530	tagO	UDP-N-acetylglucosamine:undecaprenyl-P N-acetylglucosaminyl-1-P transferase																		GLCNACPTRANS-RXN ;	29/10/2012 16:06	no	12101296, 12682299, 15849754, 16850406, 17012386, 18156271	16.8 : Protect ; 16.13 : Shape ;	2	ebelda	0.269266	0.1811	0.214485	0.33519	0.395543	0.604457	0.362117	0.150418	0.278552	0.208914	0.428969	0.571031	0.175487	0.194986	0.147632	0.481894	0.342618	0.657382	0.270195	0.197772	0.21727	0.314763	0.415042	0.584958	0.519444	39361.265	1.044693	0.268156	0.438547	0.377095	0.117318	0.687151	0.312849	0.153631	0.106145	0.047486	10.023674	7.687151
BSU35540	tuaH	putative glycosyltransferase																			26/05/2007 11:30	no	10048024, 11994144, 4975313	16.13 : Shape ; 16.8 : Protect ;	2	adanchin	0.30067	0.2027	0.240369	0.256281	0.443049	0.556951	0.256281	0.228643	0.321608	0.193467	0.550251	0.449749	0.341709	0.213568	0.165829	0.278894	0.379397	0.620603	0.30402	0.165829	0.233668	0.296482	0.399497	0.600503	0.522522	45557.68	-0.363224	0.244332	0.443325	0.214106	0.133501	0.549118	0.450882	0.282116	0.156171	0.125945	8.329643	9.405542
BSU35550	tuaG	putative glycosyltransferase																			26/05/2007 11:28	no	10048024, 11994144, 4975313	16.13 : Shape ; 16.8 : Protect ;	1	adanchin	0.310935	0.1963	0.247694	0.245059	0.444005	0.555995	0.324111	0.16996	0.300395	0.205534	0.470356	0.529644	0.371542	0.201581	0.158103	0.268775	0.359684	0.640316	0.237154	0.217391	0.284585	0.26087	0.501976	0.498024	0.55465	29343.435	-0.468651	0.253968	0.448413	0.198413	0.130952	0.496032	0.503968	0.293651	0.15873	0.134921	7.152367	9.599206
BSU35560	tuaF	putative hydrolase involved in teichuronic acid synthesis																			26/05/2007 11:26	no	10048024, 11994144, 4975313	16.13 : Shape ; 16.8 : Protect ;	1	adanchin	0.323054	0.1938	0.234949	0.248164	0.428781	0.571219	0.356828	0.127753	0.348018	0.167401	0.475771	0.524229	0.343612	0.220264	0.127753	0.30837	0.348018	0.651982	0.268722	0.23348	0.229075	0.268722	0.462555	0.537445	0.492944	25133.705	-0.165929	0.278761	0.477876	0.256637	0.075221	0.495575	0.504425	0.292035	0.123894	0.168142	4.750496	8.402655
BSU35570	tuaE	putative polymerase of teichuronic acid repeating units																			26/05/2007 11:23	no	10048024, 11994144, 15849754, 16850406, 4975313	16.13 : Shape ; 16.8 : Protect ;	2	adanchin	0.230402	0.2031	0.222222	0.34424	0.425358	0.574642	0.274029	0.190184	0.274029	0.261759	0.464213	0.535787	0.218814	0.200409	0.137014	0.443763	0.337423	0.662577	0.198364	0.218814	0.255624	0.327198	0.474438	0.525562	0.503071	55502.245	0.880943	0.266393	0.413934	0.315574	0.202869	0.702869	0.297131	0.141393	0.104508	0.036885	9.588203	8.479508
BSU35580	tuaD	UDP-glucose 6-dehydrogenase																		UGD-RXN ;	29/10/2012 16:08	no	10376820, 10913081, 12970183, 16000785	16.2 : Construct biomass (Anabolism) ; 16.8 : Protect ; 16.13 : Shape ;	1	ebelda	0.295815	0.2107	0.24026	0.253247	0.450938	0.549062	0.305195	0.164502	0.380952	0.149351	0.545455	0.454545	0.305195	0.242424	0.140693	0.311688	0.383117	0.616883	0.277056	0.225108	0.199134	0.298701	0.424242	0.575758	0.593931	49781.51	0.071584	0.303688	0.529284	0.262473	0.08243	0.581345	0.418655	0.24295	0.125813	0.117137	6.139793	8.939262
BSU35590	tuaC	putative glycosyltransferase																			26/05/2007 11:20	no	10048024, 11994144, 4975313	16.13 : Shape ; 16.8 : Protect ;	1	adanchin	0.262393	0.2308	0.27265	0.234188	0.503419	0.496581	0.241026	0.253846	0.346154	0.158974	0.6	0.4	0.320513	0.238462	0.151282	0.289744	0.389744	0.610256	0.225641	0.2	0.320513	0.253846	0.520513	0.479487	0.466217	43274.31	-0.212596	0.269923	0.478149	0.241645	0.118252	0.55527	0.44473	0.264781	0.167095	0.097686	9.427879	8.948586
BSU35600	tuaB	putative exporter involved in biosynthesis of teichuronic acid																			26/05/2007 11:17	no	10048024, 11994144, 15849754, 16850406	16.13 : Shape ; 16.8 : Protect ;	1	adanchin	0.24449	0.1908	0.245868	0.318871	0.436639	0.563361	0.305785	0.190083	0.289256	0.214876	0.479339	0.520661	0.204545	0.204545	0.150826	0.440083	0.355372	0.644628	0.22314	0.177686	0.297521	0.301653	0.475207	0.524793	0.519252	53718.29	0.838716	0.277433	0.443064	0.329193	0.130435	0.6853	0.3147	0.126294	0.082816	0.043478	9.711037	8.397516
BSU35609	tuaA	putative undecaprenyl-phosphate N-acetylgalactosaminyl-1-phosphate transferase; C-terminal part of TuaA																			04/02/2009 11:05	no	7704262		2	gmeurice	0.301802	0.1757	0.238739	0.283784	0.414414	0.585586	0.337838	0.148649	0.256757	0.256757	0.405405	0.594595	0.310811	0.162162	0.202703	0.324324	0.364865	0.635135	0.256757	0.216216	0.256757	0.27027	0.472973	0.527027	0.535209	8550.76	-0.179452	0.232877	0.424658	0.246575	0.136986	0.575342	0.424658	0.246575	0.178082	0.068493	10.00573	9.712329
BSU35610	tuaA	putative undecaprenyl-phosphate N-acetylgalactosaminyl-1-phosphate transferase; N-terminal part of TuaA																			04/02/2009 11:05	no	10048024, 11994144	16.8 : Protect ; 16.13 : Shape ;	1	gmeurice	0.272222	0.1815	0.281481	0.264815	0.462963	0.537037	0.3	0.216667	0.311111	0.172222	0.527778	0.472222	0.266667	0.216667	0.205556	0.311111	0.422222	0.577778	0.25	0.111111	0.327778	0.311111	0.438889	0.561111	0.475694	20289.97	-0.218994	0.26257	0.430168	0.223464	0.094972	0.558659	0.441341	0.273743	0.167598	0.106145	9.945381	9.273743
BSU35620	lytC	N-acetylmuramoyl-L-alanine amidase (major autolysin)																		3.5.1.28-RXN ; RXN0-5225 ;	26/01/2012 09:39	no	1357079, 14594841, 17298895, 9537764	16.6 : Maintain ; 16.11 : Scavenge (Catabolism) ; 16.13 : Shape ;	3	ebelda	0.338699	0.1871	0.204561	0.269618	0.391683	0.608317	0.380282	0.130785	0.31992	0.169014	0.450704	0.549296	0.299799	0.295775	0.150905	0.253521	0.44668	0.55332	0.336016	0.134809	0.142857	0.386318	0.277666	0.722334	0.58072	52605.575	-0.133065	0.379032	0.596774	0.217742	0.076613	0.528226	0.471774	0.177419	0.116935	0.060484	9.772133	8.622984
BSU35630	lytB	modifier protein of major autolysin LytC																			26/05/2007 12:11	no	1357079	16.3 : Control ; 16.6 : Maintain ; 16.11 : Scavenge (Catabolism) ; 16.13 : Shape ;	3	adanchin	0.352691	0.1766	0.198772	0.271955	0.375354	0.624646	0.392351	0.111898	0.288952	0.206799	0.40085	0.59915	0.320113	0.274788	0.154391	0.250708	0.429178	0.570822	0.345609	0.143059	0.152975	0.358357	0.296034	0.703966	0.568594	76708.1	-0.26383	0.356028	0.557447	0.217021	0.092199	0.497872	0.502128	0.207092	0.124823	0.08227	9.50457	8.195745
BSU35640	lytA	membrane bound lipoprotein																			26/05/2007 12:12	no	10974124, 1357079	16.1 : Circulate ; 16.6 : Maintain ; 16.13 : Shape ; 16.11 : Scavenge (Catabolism) ;	3	adanchin	0.355987	0.1294	0.223301	0.291262	0.352751	0.647249	0.359223	0.135922	0.359223	0.145631	0.495146	0.504854	0.398058	0.165049	0.145631	0.291262	0.31068	0.68932	0.31068	0.087379	0.165049	0.436893	0.252427	0.747573	0.577121	11228.025	-0.380392	0.284314	0.529412	0.245098	0.068627	0.441176	0.558824	0.294118	0.098039	0.196078	4.263115	8.5
BSU35650	lytR	membrane-bound transcriptional regulator																			26/05/2007 12:33	no	12034833, 1357079, 9636707	16.3 : Control ;	3	adanchin	0.348534	0.1965	0.221498	0.233442	0.418024	0.581976	0.403909	0.130293	0.322476	0.143322	0.452769	0.547231	0.37785	0.175896	0.169381	0.276873	0.345277	0.654723	0.263844	0.283388	0.172638	0.28013	0.456026	0.543974	0.619772	34584.995	-0.535294	0.27451	0.490196	0.205882	0.107843	0.473856	0.526144	0.300654	0.169935	0.130719	9.176231	9.111111
BSU35660	mnaA	UDP-N-acetylmannosamine 2-epimerase																		UDPGLCNACEPIM-RXN ;	27/01/2012 14:43	no	12107153	16.8 : Protect ; 16.13 : Shape ;	1	ebelda	0.285214	0.2038	0.259843	0.251094	0.463692	0.536308	0.265092	0.217848	0.370079	0.146982	0.587927	0.412073	0.364829	0.228346	0.112861	0.293963	0.341207	0.658793	0.225722	0.165354	0.296588	0.312336	0.461942	0.538058	0.522711	42632.845	-0.383947	0.244737	0.478947	0.223684	0.113158	0.515789	0.484211	0.307895	0.155263	0.152632	5.553185	9.428947
BSU35670	gtaB	UTP-glucose-1-phosphate uridylyltransferase																	RHEA:19889	GLUC1PURIDYLTRANS-RXN ; RHEA:19889 ;	30/01/2016 15:30	no	2846750, 8126437, 8320212, 9658024, 17662947, 26735940	16.6 : Maintain ; 16.8 : Protect ; 16.13 : Shape ;	3	adanchin	0.319681	0.2048	0.225256	0.250284	0.430034	0.569966	0.283276	0.225256	0.368601	0.122867	0.593857	0.406143	0.372014	0.191126	0.136519	0.300341	0.327645	0.672355	0.303754	0.197952	0.170648	0.327645	0.368601	0.631399	0.679224	33068.805	-0.363699	0.222603	0.410959	0.236301	0.092466	0.541096	0.458904	0.311644	0.143836	0.167808	5.100197	9.479452
BSU35679	yvzH	putative teichoic acid translocation permease protein tagG (fragment)																			04/02/2009 10:50	no	7704262		3	gmeurice	0.238095	0.1429	0.297619	0.321429	0.440476	0.559524	0.357143	0.107143	0.321429	0.214286	0.428571	0.571429	0.142857	0.107143	0.25	0.5	0.357143	0.642857	0.214286	0.214286	0.321429	0.25	0.535714	0.464286	0.49206	3106.66	1.040741	0.222222	0.444444	0.296296	0.185185	0.777778	0.222222	0.111111	0.074074	0.037037	8.56057	9.777778
BSU35680	ggaB	poly(glucosyl N-acetylgalactosamine 1-phosphate) glucosyltransferase																			22/04/2008 17:08	no	16735734	16.8 : Protect ; 16.13 : Shape ; 16.5 : Explore ;	3	clo	0.394377	0.1199	0.168331	0.317425	0.288198	0.711802	0.391787	0.110988	0.253052	0.244173	0.36404	0.63596	0.459489	0.135405	0.110988	0.294118	0.246393	0.753607	0.331853	0.113208	0.140954	0.413984	0.254162	0.745838	0.552785	107150.515	-0.619333	0.174444	0.387778	0.208889	0.178889	0.477778	0.522222	0.326667	0.194444	0.132222	9.191719	8.874444
BSU35690	ggaA	poly(glucosyl N-acetylgalactosamine 1-phosphate) glucosyltransferase																			06/01/2009 15:30	no	16735734, 7704262	16.8 : Protect ; 16.13 : Shape ; 16.5 : Explore ;	3	gmeurice	0.381059	0.1156	0.165548	0.337808	0.281133	0.718867	0.355705	0.120805	0.252796	0.270694	0.373602	0.626398	0.402685	0.134228	0.131991	0.331096	0.266219	0.733781	0.384787	0.091723	0.111857	0.411633	0.203579	0.796421	0.571779	53146.365	-0.341256	0.181614	0.383408	0.235426	0.174888	0.515695	0.484305	0.293722	0.168161	0.125561	8.963676	9.035874
BSU35698	yvzI	putative CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase (fragment)																		TEICHOICSYN4-RXN ; 2.7.8.12-RXN ;	02/03/2012 12:35	no	7704262		3	ebelda	0.36715	0.1304	0.183575	0.318841	0.31401	0.68599	0.289855	0.188406	0.26087	0.26087	0.449275	0.550725	0.492754	0.115942	0.115942	0.275362	0.231884	0.768116	0.318841	0.086957	0.173913	0.42029	0.26087	0.73913	0.535513	8236.955	-0.685294	0.147059	0.382353	0.205882	0.191176	0.5	0.5	0.308824	0.132353	0.176471	4.771004	10.205882
BSU35699	yvzE	putative UTP-glucose-1-phosphate uridylyltransferase (UDP-glucose pyrophosphorylase) (UDPGP) (fragment)																		GLUC1PURIDYLTRANS-RXN ;	02/03/2012 12:41	no		16.8 : Protect ; 16.13 : Shape ;	3	ebelda	0.289782	0.2127	0.224456	0.273032	0.437186	0.562814	0.246231	0.236181	0.351759	0.165829	0.58794	0.41206	0.361809	0.180905	0.140704	0.316583	0.321608	0.678392	0.261307	0.221106	0.180905	0.336683	0.40201	0.59799	0.67253	22569.855	-0.247475	0.222222	0.419192	0.232323	0.131313	0.560606	0.439394	0.267677	0.106061	0.161616	4.593269	9.409091
BSU35700	tagH	ATP-binding teichoic acid precursor transporter component																			06/01/2009 15:31	no	12682299, 17012386, 18156271, 7565096	16.1 : Circulate ; 16.8 : Protect ;	2	gmeurice	0.323864	0.1755	0.231061	0.269571	0.406566	0.593434	0.348485	0.145833	0.314394	0.191288	0.460227	0.539773	0.386364	0.208333	0.123106	0.282197	0.331439	0.668561	0.236742	0.172348	0.255682	0.335227	0.42803	0.57197	0.547876	59241.31	-0.412524	0.275142	0.470588	0.193548	0.12334	0.493359	0.506641	0.282732	0.163188	0.119545	9.125069	8.618596
BSU35710	tagG	teichoic acid precursors permease																			06/01/2009 15:30	no	12682299, 15849754, 16850406, 17012386, 18156271, 7565096	16.1 : Circulate ; 16.8 : Protect ;	3	gmeurice	0.253623	0.1667	0.205314	0.374396	0.371981	0.628019	0.311594	0.166667	0.210145	0.311594	0.376812	0.623188	0.221014	0.155797	0.148551	0.474638	0.304348	0.695652	0.228261	0.177536	0.257246	0.336957	0.434783	0.565217	0.551352	32183.41	0.767636	0.196364	0.385455	0.312727	0.203636	0.698182	0.301818	0.130909	0.083636	0.047273	9.361336	8.341818
BSU35720	tagF	CDP-glycerol:polyglycerol phosphate glycero-phosphotransferase (poly(glycerol phosphate) polymerase)																		TEICHOICSYN4-RXN ; 2.7.8.12-RXN ;	02/03/2012 12:45	no	12682299, 16141206, 16689786, 17012386, 12637499	16.2 : Construct biomass (Anabolism) ; 16.8 : Protect ; 16.13 : Shape ;	3	ebelda	0.358322	0.1499	0.192325	0.29942	0.342258	0.657742	0.356091	0.149933	0.262383	0.231593	0.412316	0.587684	0.396252	0.175368	0.13253	0.29585	0.307898	0.692102	0.322624	0.124498	0.182062	0.370817	0.30656	0.69344	0.593673	88060.225	-0.562601	0.199732	0.396783	0.207775	0.144772	0.493298	0.506702	0.309651	0.174263	0.135389	9.132225	9.233244
BSU35730	tagE	UDP-glucose:polyglycerol phosphate alpha-glucosyltransferase																		TEICHOICSYN5-RXN ; 2.4.1.52-RXN ;	02/03/2012 14:24	no	12682299, 16141206, 16689786, 17012386, 2507871, 9457886, 21558268	16.2 : Construct biomass (Anabolism) ; 16.5 : Explore ; 16.8 : Protect ;	3	ebelda	0.374382	0.1365	0.194857	0.294263	0.331355	0.668645	0.357567	0.132047	0.292285	0.218101	0.424332	0.575668	0.436202	0.149852	0.123145	0.290801	0.272997	0.727003	0.329377	0.127596	0.169139	0.373887	0.296736	0.703264	0.557284	78282.64	-0.575186	0.208024	0.424963	0.219911	0.138187	0.468053	0.531947	0.301634	0.154532	0.147103	6.065666	8.857355
BSU35740	tagD	glycerol-3-phosphate cytidylyltransferase																		2.7.7.39-RXN ;	02/03/2012 14:26	no	11673441, 12637027, 12637499, 12682299, 16141206, 16689786, 17012386	16.2 : Construct biomass (Anabolism) ; 16.5 : Explore ; 16.8 : Protect ; 16.13 : Shape ;	3	ebelda	0.35641	0.1333	0.207692	0.302564	0.341026	0.658974	0.315385	0.161538	0.330769	0.192308	0.492308	0.507692	0.453846	0.115385	0.123077	0.307692	0.238462	0.761538	0.3	0.123077	0.169231	0.407692	0.292308	0.707692	0.676032	15270.95	-0.491473	0.170543	0.364341	0.255814	0.147287	0.488372	0.511628	0.364341	0.186047	0.178295	5.732628	8.937984
BSU35750	tagA	N-acetylmannosamine (ManNAc) C4 hydroxyl of a membrane-anchored N-acetylglucosaminyl diphospholipid (GlcNAc-pp-undecaprenyl, lipid I) glycosyltransferase																		TEICHOICSYN2-RXN ;	01/02/2012 14:30	no	12682299, 16141206, 16689786, 16953575, 17012386, 19376878	16.2 : Construct biomass (Anabolism) ; 16.5 : Explore ; 16.8 : Protect ; 16.13 : Shape ;	3	adanchin	0.339818	0.1855	0.181582	0.293126	0.367056	0.632944	0.338521	0.167315	0.276265	0.217899	0.44358	0.55642	0.357977	0.190661	0.136187	0.315175	0.326848	0.673152	0.322957	0.198444	0.132296	0.346304	0.330739	0.669261	0.611252	29498.125	-0.269531	0.214844	0.445312	0.242188	0.144531	0.546875	0.453125	0.265625	0.175781	0.089844	9.77491	8.804688
BSU35760	tagB	teichoic acid primase, CDP-glycerol:N-acetyl-beta-d-mannosaminyl-1,4-N-acetyl-d-glucosaminyldiphosphoundecaprenyl glycerophosphotransferase																		TEICHOICSYN3-RXN ; TEICHOICSYN8-RXN ;	21/03/2012 16:05	no	12682299, 16141206, 16150696, 16689786, 17012386, 18156271	16.2 : Construct biomass (Anabolism) ; 16.5 : Explore ; 16.8 : Protect ;	3	ebelda	0.370855	0.171	0.149215	0.308901	0.320244	0.679756	0.356021	0.159686	0.217277	0.267016	0.376963	0.623037	0.405759	0.180628	0.089005	0.324607	0.269634	0.730366	0.350785	0.172775	0.141361	0.335079	0.314136	0.685864	0.52748	44552.73	-0.22021	0.204724	0.401575	0.254593	0.146982	0.519685	0.480315	0.230971	0.128609	0.102362	8.811577	8.475066
BSU35770	tagC	putative polyglycerol phosphate assembly and export protein (teichoic acid biosynthesis)																			08/04/2007 20:07	no	16269821, 7952180	16.8 : Protect ;	3	adanchin	0.367193	0.1783	0.177577	0.2769	0.355907	0.644093	0.37246	0.167043	0.255079	0.205418	0.422122	0.577878	0.379233	0.191874	0.151242	0.277652	0.343115	0.656885	0.349887	0.176072	0.126411	0.34763	0.302483	0.697517	0.584975	50823.555	-0.557014	0.242081	0.470588	0.201357	0.128959	0.484163	0.515837	0.251131	0.135747	0.115385	7.246895	9.38914
BSU35780	lytD	exported N-acetylglucosaminidase (major autolysin) (CWBP90)																		3.2.1.96-RXN ;	25/10/2012 17:25	no	9537764, 10206711, 17298895, 19542270	16.13 : Shape ;	1	ebelda	0.355656	0.2391	0.204313	0.200908	0.443435	0.556565	0.379115	0.15437	0.289444	0.177072	0.443814	0.556186	0.350738	0.300795	0.127128	0.221339	0.427923	0.572077	0.337117	0.262202	0.196368	0.204313	0.45857	0.54143	0.558979	95549.885	-0.361818	0.389773	0.540909	0.180682	0.104545	0.479545	0.520455	0.179545	0.117045	0.0625	9.603798	8.411364
BSU35790	yvyI	putative phosphohexomutase ; cupin family																		MANNPISOM-RXN ;	02/03/2012 14:40	no	10704478, 7581999	16.11 : Scavenge (Catabolism) ;	1	ebelda	0.302839	0.2019	0.256572	0.238696	0.458465	0.541535	0.293375	0.173502	0.347003	0.18612	0.520505	0.479495	0.347003	0.211356	0.189274	0.252366	0.400631	0.599369	0.268139	0.22082	0.233438	0.277603	0.454259	0.545741	0.543595	35426.715	-0.385443	0.300633	0.490506	0.202532	0.132911	0.531646	0.468354	0.287975	0.136076	0.151899	5.149223	9.316456
BSU35800	gerBA	component of germinant receptor B																			03/02/2009 15:37	no	10411756, 15774895, 3110007, 8012571	16.12 : Sense ;	1	gmeurice	0.270661	0.2286	0.226584	0.274105	0.455234	0.544766	0.305785	0.21281	0.301653	0.179752	0.514463	0.485537	0.258264	0.22314	0.150826	0.367769	0.373967	0.626033	0.247934	0.25	0.227273	0.274793	0.477273	0.522727	0.49529	53960.05	0.180538	0.256729	0.465839	0.283644	0.097308	0.583851	0.416149	0.221532	0.115942	0.10559	6.697563	8.84058
BSU35810	gerBB	component of germinant receptor B																			30/05/2007 13:31	no	15774895, 15849754, 16352818, 16850406	16.12 : Sense ;	2	adanchin	0.246612	0.1987	0.212285	0.342367	0.411021	0.588979	0.317073	0.184282	0.243902	0.254743	0.428184	0.571816	0.197832	0.186992	0.151762	0.463415	0.338753	0.661247	0.224932	0.224932	0.241192	0.308943	0.466125	0.533875	0.513089	41648.715	0.924728	0.263587	0.402174	0.317935	0.179348	0.703804	0.296196	0.125	0.086957	0.038043	9.563316	8.057065
BSU35820	gerBC	lipoprotein component of the germination receptor B																			30/05/2007 15:30	no	15774895, 16352818	16.12 : Sense ;	1	adanchin	0.334222	0.2071	0.224	0.234667	0.431111	0.568889	0.354667	0.197333	0.290667	0.157333	0.488	0.512	0.392	0.178667	0.144	0.285333	0.322667	0.677333	0.256	0.245333	0.237333	0.261333	0.482667	0.517333	0.521408	42466.745	-0.510428	0.240642	0.465241	0.213904	0.122995	0.483957	0.516043	0.286096	0.165775	0.120321	8.832191	8.697861
BSU35830	ywtG	putative carbohydrate/proton transporter																			04/08/2014 15:09	no	15849754, 16850406	16.1 : Circulate ;	2	adanchin	0.252547	0.2016	0.267103	0.278748	0.468705	0.531295	0.290393	0.163755	0.347162	0.19869	0.510917	0.489083	0.209607	0.213974	0.179039	0.39738	0.393013	0.606987	0.257642	0.227074	0.275109	0.240175	0.502183	0.497817	0.528716	49191.38	0.65186	0.315098	0.483589	0.315098	0.105033	0.678337	0.321663	0.159737	0.091904	0.067834	9.184776	8.391685
BSU35840	ywtF	putative transcriptional regulator																			21/05/2008 09:39	no		12 : Regulatory functions ;	2	clo	0.340557	0.1796	0.232198	0.247678	0.411765	0.588235	0.309598	0.157895	0.377709	0.154799	0.535604	0.464396	0.380805	0.182663	0.136223	0.30031	0.318885	0.681115	0.331269	0.198142	0.182663	0.287926	0.380805	0.619195	0.602286	35919.735	-0.356832	0.251553	0.490683	0.245342	0.086957	0.5	0.5	0.304348	0.170807	0.13354	9.16555	8.795031
