Name	Locus_tag	StartV3	EndV3	StartV2	EndV2	Strand	Keeptot	Keeptrim	Id260210	OrigId	classif	S1_1_hyb28384002	S1_2_hyb28358602	S1_3_hyb29569102	S2_1_hyb28345202_01	S2_2_hyb28438702_01	S2_3_hyb29584002	S3_1_hyb28353902	S3_2_hyb28407302_01	S3_3_hyb29593702	S4_1_hyb28353602_01	S4_2_hyb29633702	S4_3_hyb29593902	S5_1_hyb28387702	S5_2_hyb29581902	S5_3_hyb29636602	S6_1_hyb28357602	S6_2_hyb29634602	S6_3_hyb29637702	nit_1_hyb32848302	nit_2_hyb32848802	nit_3_hyb32848702	ferm_1_hyb32835902	ferm_2_hyb32848502	ferm_3_hyb32875102	T.4.40H_1_hyb32876002	T.3.40H_1_hyb32860502	T.2.40H_1_hyb32875702	T.1.40H_1_hyb32874902	T.1.10H_1_hyb32875902	T.0.40H_1_hyb32860902	T0.0H_1_hyb32860102	T0.30H_1_hyb32876202	T1.0H_1_hyb34436402	T1.30H_1_hyb34528602	T2.0H_1_hyb34508402	T2.30H_1_hyb34549502	T3.0H_1_hyb34489302	T3.30H_1_hyb34489502	T4.0H_1_hyb34533902	T5.0H_1_hyb34489402	HiTm_1_hyb25345002	HiTm_2_hyb25344702	HiTm_3_hyb25347002	LoTm_1_hyb25348402	LoTm_2_hyb25348102	LoTm_3_hyb25348002	HiOs_1_hyb25346802	HiOs_2_hyb25344902	HiOs_3_hyb25347502	Heat_1_hyb25340602	Heat_2_hyb25344602	Heat_3_hyb25341002	Cold_1_hyb25347802	Cold_2_hyb25344502	Cold_3_hyb25340802	Etha_1_hyb25348602	Etha_2_hyb25340502	Etha_3_hyb25340702	Salt_1_hyb25345102	Salt_2_hyb25344802	Salt_3_hyb25347202	M40t45_1_hyb25414802	M40t45_2_hyb28390602	M40t45_3_hyb28463502	M40t90_1_hyb27061602	M40t90_2_hyb28384202_01	M40t90_3_hyb28384802_01	dia5_1_hyb25337802	dia5_2_hyb25340002	dia5_3_hyb25348502	dia15_1_hyb25321902	dia15_2_hyb25339602	dia15_3_hyb25339402	Diami_1_hyb27744802	Diami_2_hyb32848002	Diami_3_hyb27744702	Paraq_1_hyb29583002	Paraq_2_hyb32848102	H2O2_1_hyb32848202	H2O2_2_hyb32844902	H2O2_3_hyb27746602
yxaI	BSU39960	4104444	4104899	4103467	4103922	1	TRUE	TRUE	-	-	-	0.3354	0.2707	0.6913	-0.6185	-0.9487	-0.8828	-1.1301	-1.1454	-3.9401	-2.0533	-3.0317	-2.9488	-2.8382	-2.8047	-2.104	-4.4468	-5.1973	-3.5279	-1.0589	1.2958	-0.7146	-0.8889	0.5707	-0.7303	-0.1526	-0.0653	-0.5566	-0.7949	-0.652	-0.9974	-1.454	-1.9315	-2.622	-2.6193	-2.8056	-2.2239	-3.0258	-2.8231	-2.6482	-3.3033	-0.5478	0.8302	1.0793	-1.5006	-1.8285	-1.7781	0.6651	0.5372	0.7613	-0.278	-0.8168	-0.9606	-2.9551	-2.9495	-3.1918	-3.4727	-3.1025	-2.9806	-2.0062	-1.8713	-2.2497	-0.6803	-1.8925	0.2623	-0.1341	-0.2912	0.2781	-0.2696	-1.0492	-0.8601	-1.4048	-1.3013	0.1145	-1.0888	-0.1868	-1.3563	0.0714	0.8337	-0.1582	-0.0232	-1.033
S1535	new_4104900_4105513	4104900	4105513	4103923	4104536	1	TRUE	TRUE	Id260210_1802	O_1808	3'PT	1.9326	1.8105	1.6182	1.2565	0.2563	0.0605	0.263	0.0543	-0.9071	0.3384	-0.555	-1.0105	-0.1694	-0.4095	-0.0567	-0.8243	-1.3126	-1.1339	-0.6347	1.4354	0.3236	-0.2325	0.8328	0.2987	-0.1545	-0.3605	-0.7392	-0.8828	-0.9496	-1.1713	-1.5692	-1.4435	-1.6221	-1.4505	-1.1715	-1.0124	-1.4141	-1.0087	-1.2428	-1.2381	-0.0306	0.6856	1.0561	0.0801	0.0977	0.1537	1.2242	1.306	1.3996	-0.06	-0.3696	-0.6769	-1.7205	-1.9	-2.1509	-2.4765	-2.19	-2.6387	-0.5502	-0.3694	-0.5438	-0.1528	-0.2066	0.1876	-0.2826	-0.2475	-0.0021	0.1146	-0.2454	-0.7815	0.5822	0.3258	0.725	-0.6499	-0.5792	-0.2556	0.1158	0.3224	0.4343	0.5671	0.5937
yxaH	BSU39970	4104929	4106137	4103952	4105160	-1	TRUE	TRUE	-	-	-	0.0251	-0.0273	-0.4977	0.4944	0.0461	-0.2233	0.9399	0.5933	0.3679	1.1255	0.9167	0.4323	1.0436	0.9812	0.9628	1.3741	0.2125	0.9523	0.8604	1.5463	0.7985	0.0755	1.0651	0.8706	-0.3041	-0.4457	-0.4691	-0.6787	-0.6095	-0.9676	-0.9407	-2.6307	-2.7708	-2.7465	-2.6043	-2.0407	-2.3638	-2.0241	-1.9189	-2.3766	-2.0251	-2.1134	-2.443	-0.2457	-1.4142	-1.1134	-0.6673	-0.8767	-1.3028	0.0952	-0.2374	0.1565	0.2819	-0.0568	-0.0721	0.0002	0.0321	-0.1089	-0.4359	-0.6434	-0.5165	0.3285	-0.0956	0.2713	-0.0498	0.1871	0.1334	-0.1276	-0.0598	-0.2928	-0.2532	-0.062	-0.0102	-0.1887	-0.1252	0.167	0.0591	0.2406	-0.0554	0.2169	0.2433
S1536	new_4106138_4106244_c	4106138	4106244	4105161	4105267	-1	TRUE	TRUE	Id260210_1803	O_1809	intra	-0.0673	-0.2814	-0.3184	0.41	-0.0385	-0.2726	0.9103	0.3227	0.4903	1.4346	0.9754	0.6823	1.3126	1.3232	1.3551	1.9445	0.5583	1.7493	0.8586	1.7578	0.8606	0.4778	1.1382	1.018	-0.3233	-0.5146	-0.7371	-0.9913	-1.0335	-1.1052	-1.1177	-3.093	-3.4656	-3.4127	-3.2508	-2.4611	-2.9051	-2.3597	-2.0778	-2.6996	-2.3985	-2.5068	-2.9199	-0.1255	-1.1763	-1.3458	-1.0503	-1.0411	-1.4591	0.4599	0.0501	-0.0129	0.2001	0.2306	-0.2113	-0.1748	0.1195	-0.2843	-0.4296	-0.9847	-0.5631	0.5023	-0.3968	0.231	-0.0409	0.4088	0.1952	-0.0748	-0.0811	-0.3572	-0.3203	-0.1331	-0.1518	-0.2794	-0.4078	-0.1597	-0.0376	-0.0273	0.0064	0.2269	0.2531
qodI	BSU39980	4106245	4107258	4105268	4106281	-1	TRUE	TRUE	-	-	-	-0.0849	-0.2035	-0.3517	0.3945	-0.1155	-0.2266	0.5184	0.0439	0.0055	0.8962	0.3436	0.1659	0.6183	0.8389	0.5773	1.0349	-0.0947	0.6908	0.9164	1.6669	0.9271	0.7084	1.0829	0.9458	-0.3797	-0.5886	-0.7303	-0.8787	-0.8756	-1.2111	-1.1511	-3.2833	-3.673	-3.4916	-3.0984	-2.3218	-2.4883	-2.0457	-2.1172	-2.5179	-2.4846	-2.455	-2.6804	-0.1005	-1.1593	-0.9017	-0.8611	-1.1419	-1.1762	-0.2032	-0.3952	-0.1108	0.078	-0.0104	-0.1747	-0.232	-0.181	-0.1927	-0.4039	-1.0687	-0.6754	0.4184	-0.1907	0.3266	-0.0287	0.3961	0.2326	-0.1243	-0.1289	-0.3845	-0.5304	-0.4316	-0.2843	-0.5695	-0.5475	-0.1417	-0.0201	0.128	-0.1141	0.3495	0.1702
S1537	new_4107259_4107332_c	4107259	4107332	4106282	4106355	-1	TRUE	TRUE	Id260210_1804	O_1810	5'	0.0028	-0.282	-0.276	0.3014	-0.1112	-0.5401	0.1849	0.2042	-0.3243	0.7345	-0.0067	0.0413	0.4767	0.4159	0.4894	1.0608	-0.3525	0.7591	1.6478	2.2805	1.0617	0.8961	2.1772	0.754	-0.5605	-0.18	-0.7622	-0.7579	-1.2069	-0.9289	-1.0334	-4.028	-4.0962	-4.1158	-3.957	-2.2788	-2.3434	-1.8789	-1.8602	-2.4648	-3.0186	-2.9686	-2.8686	0.2362	-1.1006	-0.4783	-0.6352	-1.641	-1.145	-0.4153	-0.8168	-0.0542	0.0883	-1.289	-0.6627	-0.9569	-1.1317	-0.9697	-0.4655	-1.0449	-0.6309	0.0499	-0.1074	0.2301	-0.1987	0.1507	0.4401	-0.2545	-0.565	-0.1788	-0.1718	-0.405	-0.3788	-0.5614	-0.2732	-0.5592	0.0432	0.6951	0.4884	0.6234	0.0578
yxaF	BSU39990	4107352	4107927	4106375	4106950	-1	TRUE	TRUE	-	-	-	0.0555	-0.258	-0.6898	-0.562	-1.5095	-1.5168	0.1235	-0.6458	-0.3785	0.7585	-0.0461	-0.4909	0.0493	-0.4409	-0.4453	-0.6995	-1.8423	-1.1631	-1.6866	0.3423	-1.1492	-1.8651	-0.1105	-0.8285	0.0536	-0.1253	-0.4404	-0.4579	-0.3896	-0.6969	-0.6214	-0.9805	-1.5121	-1.1222	-0.8203	-0.8611	-1.1197	-0.9789	-1.0087	-1.0616	0.0869	0.7458	0.5692	0.119	-0.1252	-0.3609	0.2533	0.3737	0.1844	0.8128	0.7903	0.0159	-0.9916	-0.7868	-1.2512	-1.8258	-1.4098	-2.0849	-0.4644	-0.6839	-0.6206	-0.2302	-1.8491	0.3074	-0.1341	-0.1591	0.3489	-2.443	-1.7822	-1.6802	0.3055	0.8935	-1.9927	-0.9143	-1.1497	-1.1325	0.8543	0.8796	0.2915	0.7816	0.0699
yxnA	BSU40000	4108058	4109128	4107081	4108151	1	TRUE	TRUE	-	-	-	-0.9325	-0.8092	-1.359	-0.655	-0.7376	-0.978	-0.6844	-0.6193	-0.5824	-0.0726	0.0785	-0.7777	-0.0677	0.7236	-0.0607	-0.3293	-0.1294	-0.5902	-0.1997	0.0812	-0.476	-0.382	-0.064	-0.0796	0.0899	-0.0567	-0.0793	-0.1024	-0.017	-0.0115	-0.1913	1.0105	0.1338	0.3704	0.5564	0.4082	0.1037	0.3436	0.1468	0.2653	2.6199	0.656	0.8159	1.6957	3.4483	1.4733	0.7652	0.7442	0.5918	3.1017	3.1225	1.7369	-0.3439	-0.3305	-1.5485	6.2854	5.3461	4.96	4.7024	4.8397	4.6537	-0.0737	0.8635	0.0823	-0.1165	0.2335	0.2346	0.775	0.532	0.2427	0.7571	0.8709	0.628	0.5032	0.3919	0.5244	0.1651	-0.0736	-0.1884	0.3618	0.311
yxaD	BSU40010	4109185	4109616	4108208	4108639	-1	TRUE	TRUE	-	-	-	0.9746	0.7753	0.7213	0.2334	-0.0784	-0.3474	-0.031	-0.1442	-0.4756	0.3222	0.1897	-0.1366	0.1967	0.7159	0.3605	0.688	1.0131	0.248	-0.9937	0.0113	-0.7576	-0.0752	0.2513	0.4526	0.1191	0.0595	0.1099	-0.0131	0.1232	-0.0654	-0.2035	-0.3309	-0.7304	-0.435	-0.3434	-0.0711	-0.2591	0.0447	0.1088	-0.1327	0.1336	0.5997	0.5289	-0.0217	-0.6297	-0.7658	0.835	0.8119	0.679	0.9873	0.6959	0.5704	-0.319	-0.3902	-0.6902	-0.1005	0.3718	-0.0604	0.3085	0.3441	0.1852	-0.2332	0.7616	0.3248	-0.0291	0.0341	0.1362	-0.2802	-0.3036	-0.5639	0.0718	0.5867	0.3164	-0.4243	-0.395	-0.5815	0.5255	0.5776	1.0675	1.1545	0.7665
S1538	new_4109676_4109842	4109676	4109842	4108699	4108865	1	TRUE	TRUE	Id260210_1805	O_1811	5'	1.2707	0.4796	0.4906	0.9216	-0.2597	-0.3731	0.4289	-0.4494	-0.1847	1.1365	-0.3144	-0.3331	0.6001	0.2048	0.1881	0.4829	-0.0114	-0.3106	-0.9941	0.1555	-0.1334	0.0752	0.8933	1.1818	-0.0834	0.0795	-0.0296	-0.0925	-0.0818	-0.2534	-0.4537	-1.1271	-1.4897	-1.3271	-1.2828	-1.0554	-1.115	-0.9356	-1.1775	-0.7944	-0.2991	1.899	1.7211	0.7036	0.5785	0.3825	1.477	1.0044	1.4181	1.7637	1.4547	1.2773	1.6633	1.1258	0.303	-0.4525	-0.1824	-0.5964	0.6286	0.6494	0.5461	0.1207	-0.2821	0.2236	-0.2767	-0.0975	0.1583	-0.204	-0.2996	-0.3128	0.9217	0.6649	0.2721	-0.8184	-1.051	-0.927	0.0803	0.4444	0.5561	0.703	0.3655
yxzK	BSU40021	4109843	4110247	4108866	4109271	1	TRUE	TRUE	-	-	-	0.9719	0.3285	0.2736	0.8664	-0.3408	-0.646	0.1337	-0.4827	-0.3706	0.9212	-0.4065	-0.2017	0.5102	0.1708	0.1234	0.3769	-0.1679	-0.457	-1.2898	-0.0056	-0.4678	-0.3623	0.8021	0.9719	0.0751	0.0618	0.0364	-0.0289	0.0086	-0.1459	-0.4532	-1.1814	-1.6002	-1.2897	-1.1223	-0.9985	-1.2615	-1.1352	-1.1521	-1.2063	0.9235	2.0303	1.7886	0.5626	0.1478	0.21	1.4201	1.1509	1.5621	2.0879	1.8262	1.1544	1.2759	1.0702	0.1754	-1.3575	-1.0096	-1.7684	0.5053	0.5592	0.4357	-0.0171	-0.2335	0.3921	-0.084	-0.0516	0.1892	-0.3953	-0.4013	-0.206	0.6793	0.615	0.5812	-0.4377	-0.5078	-0.803	0.4013	0.8405	0.9531	1.1499	0.3041
S1539	new_4109864_4110916_c	4109864	4110916	4108887	4109940	-1	TRUE	TRUE	Id260210_1806	O_1812	3'PT	0.4664	0.1805	-0.1789	0.8421	-0.0386	-0.2029	0.4421	-0.0876	-0.0643	1.0647	0.181	-0.1277	0.5517	0.408	0.2008	0.385	0.1735	-0.1515	-0.1343	0.0064	0.0364	-0.1485	-0.1405	0.3505	0.1863	0.0215	-0.0332	-0.0361	-0.3155	-0.308	-0.3388	0.4066	0.1268	0.4295	0.6985	0.2174	0.1612	0.3301	0.0647	0.2767	0.701	0.0498	0.1867	0.6415	0.6855	-0.0975	0.4659	0.3775	0.1781	0.7447	0.369	0.5191	0.1223	0.2386	0.0415	5.9251	5.1271	5.2148	0.5699	0.8159	0.8101	0.2052	0.1834	0.0036	-0.31	0.0621	-0.0215	0.1208	0.268	0.1736	0.3076	0.3153	0.6022	-0.2757	-0.5019	0.4785	-0.1943	-0.221	-0.1242	0.0511	0.5485
yxaC	BSU40022	4110217	4110909	4109241	4109933	1	TRUE	TRUE	-	-	-	0.4651	0.2707	-0.013	0.2088	-0.4132	-0.6448	-0.3675	-0.6088	-0.5436	0.273	-0.4488	-0.6021	-0.1035	-0.2761	-0.2664	-0.2633	-0.4451	-0.7136	-1.2636	-0.2134	-0.8361	-0.5782	0.5517	0.5669	0.1101	0.1309	0.0689	0.1205	0.2339	-0.0242	-0.1061	-0.5665	-0.9886	-0.7153	-0.5999	-0.6268	-0.9783	-0.7139	-0.8115	-0.9227	1.5232	2.2904	1.7779	0.3938	0.0718	-0.2042	1.2115	1.3212	1.3551	1.9531	1.8275	1.2116	1.1633	0.6448	-0.0456	-1.1765	-0.7198	-1.6771	0.4229	0.4226	0.3394	0.0566	-0.1483	0.3321	-0.0809	0.0561	0.1999	-0.3025	-0.4501	-0.3605	0.328	0.3765	0.2761	-0.1797	-0.3345	-0.6617	0.3104	0.6515	0.7996	1.0448	0.2394
yxaB	BSU40030	4110949	4111980	4109973	4111004	-1	TRUE	TRUE	-	-	-	0.5372	0.2466	0.3904	-0.0475	-0.1929	-0.1523	0.1223	-0.1774	-0.3458	0.0882	-0.1402	-0.0764	0.3248	0.1959	0.5652	0.7772	-1.7918	0.8067	-0.085	1.2153	0.2007	-0.5319	0.4435	0.2079	-0.1804	-0.1983	-0.1679	0.0229	0.3058	0.1759	0.1691	-0.4383	-1.0999	-1.246	-1.0875	-0.4608	-0.8067	-0.5353	-0.3962	-0.7472	1.1083	-0.7119	-0.7176	1.4265	1.561	0.6958	0.7726	0.5829	0.5807	2.8902	3.1839	1.632	-0.1297	-0.2144	-1.7641	6.3783	5.5061	5.1258	3.7381	3.937	3.8615	-0.3225	1.3922	0.0771	0.5335	0.0644	0.6206	0.4328	0.5362	0.5296	1.4314	0.8712	0.4115	1.0672	1.2382	0.7376	0.4174	0.6189	0.839	1.2606	0.5469
glxK	BSU40040	4112073	4113221	4111097	4112245	-1	TRUE	TRUE	-	-	-	0.9356	0.5658	0.8489	0.5447	0.3719	0.1674	-0.065	0.1132	-0.3979	0.1956	-0.09	-0.6563	-0.3612	-0.1287	-0.1765	-0.9944	-1.7733	-1.091	-0.1917	1.0979	0.0999	-0.2589	0.3657	0.0488	-0.2627	-0.2924	-0.2153	0.0133	0.3927	0.001	0.2283	-0.5808	-1.0324	-0.9344	-0.7877	-0.3155	-0.7516	-0.3028	-0.3357	-0.7231	-0.6898	-1.055	-1.0682	0.9663	0.42	0.2477	0.6683	0.2618	0.2365	0.7219	1.0503	0.5119	-0.0565	-0.4576	-0.9046	0.7183	0.2414	0.8174	0.143	0.2191	0.3825	0.1346	1.6242	0.0242	0.7062	0.4434	0.4433	0.6473	0.7693	0.0414	1.5429	0.966	-0.4424	0.5471	0.8146	0.7459	0.2853	0.5199	0.3517	0.9321	0.4133
gntR	BSU40050	4113417	4114148	4112441	4113172	1	TRUE	TRUE	-	-	-	1.7872	0.9241	1.472	0.348	-0.2673	-0.4309	0.5804	0.2722	-0.3824	1.1097	-0.133	-0.1917	0.4971	0.1529	0.266	-0.4107	-1.7405	-0.558	-0.8404	1.3396	-0.3578	-0.2596	0.5994	-0.2157	-0.6392	-0.7361	-0.582	-0.569	-0.3444	-0.7942	1.6169	-0.3139	-1.4227	-1.5574	-1.8409	-1.2331	-1.8499	-1.758	-1.7882	-2.0163	0.097	0.5838	-1.1073	0.552	-0.0103	-0.5766	-0.2055	-0.5274	-1.035	1.9783	2.1274	2.0592	-1.0587	-1.0844	-1.2333	-0.356	0.0124	0.1434	-0.2625	-0.2912	-0.2357	1.2267	2.5281	0.0531	0.3266	0.427	0.845	1.0132	0.6944	1.8295	1.611	-2.007	-2.0765	1.807	2.1199	2.2294	-0.1311	0.4515	1.73	1.5239	0.5207
gntK	BSU40060	4114141	4115682	4113165	4114706	1	TRUE	TRUE	-	-	-	0.2398	-0.4644	-0.1202	-1.2887	-1.9083	-1.9593	-0.8987	-1.2815	-1.181	-0.3243	-1.2102	-1.755	-0.9407	-1.3111	-1.3108	-1.4467	-3.3829	-2.0089	-0.9488	1.6198	-0.5738	-0.7664	1.1877	-0.4011	-0.8178	-0.9537	-1.0753	-0.9701	-0.6655	-1.0253	0.7679	-0.5018	-1.743	-2.196	-2.1729	-1.6146	-2.293	-2.0731	-2.3169	-2.5572	0.6442	0.8195	-0.5322	0.3269	-0.3828	-0.3022	-0.3823	-0.5631	-0.5688	2.1476	2.5985	2.2466	-1.0392	-1.2088	-1.2404	0.5458	0.1708	0.9195	-0.2216	-0.3952	-0.3901	1.0116	2.4024	0.1148	0.591	0.4799	0.8793	0.1795	0.4492	1.4873	1.232	-1.432	-2.2388	1.7715	1.6476	2.086	-0.223	0.3883	1.2131	1.1987	0.3548
gntP	BSU40070	4115711	4117057	4114735	4116081	1	TRUE	TRUE	-	-	-	-0.4371	-1.0799	-0.3686	-1.8745	-2.3285	-2.4993	-2.1652	-2.2145	-2.6753	-1.8901	-2.7821	-2.7218	-2.4724	-2.8816	-2.6075	-2.8795	-4.4524	-3.0134	-1.0592	1.4897	-0.5992	-1.1575	0.8903	-0.4093	-0.3756	-0.8631	-1.1578	-1.0127	-0.4456	-0.9758	0.1288	-0.3138	-1.5663	-2.0686	-2.2078	-1.6996	-2.3705	-2.0753	-2.4259	-2.9207	0.6401	0.9299	-0.1605	-0.0665	-0.5102	-0.5356	-0.5255	-0.5348	-0.5543	2.3194	2.5256	2.3453	-0.8235	-1.0597	-1.1125	0.5214	0.1192	0.8313	-0.3617	-0.2309	-0.2336	0.6192	2.2295	0.1337	0.7825	0.3458	0.894	-0.0694	-0.2593	1.398	1.2331	-1.0443	-1.3878	1.9923	1.8272	1.8682	-0.0203	0.4471	1.102	1.0911	-0.1017
gntZ	BSU40080	4117080	4118486	4116104	4117510	1	TRUE	TRUE	-	-	-	-1.3313	-1.3471	-1.4698	-2.2892	-2.687	-2.9136	-1.7447	-1.8182	-1.8425	-1.2205	-1.6737	-2.3369	-2.1171	-1.856	-2.359	-2.7302	-5.1026	-2.9125	-1.6672	0.5901	-1.4162	-1.6251	0.0499	-1.0893	-0.1912	-0.5826	-0.7953	-0.8322	-0.464	-0.6776	-0.4912	-0.8077	-2.2035	-2.6547	-2.6106	-2.2002	-2.707	-2.3231	-2.2991	-2.8752	0.8581	0.8728	0.2507	0.1979	-0.0586	-0.4766	0.3	0.1527	-0.0116	0.9484	0.8216	0.3545	-0.5466	-0.5948	-1.332	-0.8638	-1.4633	-0.5205	0.2724	0.2958	0.1286	-0.2979	-1.2569	0.094	0.4035	0.4125	0.8933	-0.8808	-0.6674	-0.686	0.3101	0.2245	-1.2018	0.8982	0.6751	0.686	0.1993	0.4512	0.5207	0.545	0.021
S1540	new_4118585_4118876	4118585	4118876	4117609	4117900	1	TRUE	TRUE	Id260210_1807	O_1813	5'	0.6473	-0.1174	0.3859	0.2821	-0.4585	-0.6304	1.5808	1.2654	0.3972	2.6426	1.5426	1.3717	2.4154	2.0448	2.5328	1.449	0.7019	1.5837	0.1305	0.563	-0.0102	-0.28	-0.1039	0.242	-0.2995	-0.2629	-0.6208	-0.7171	-0.4839	-0.0004	-0.4535	0.2373	-0.7013	-1.0155	-1.7315	-0.7174	-1.1868	-0.8178	-0.9718	-1.228	-0.3128	0.1702	-0.0771	1.1749	1	0.8448	0.6931	0.6129	0.5639	0.4263	0.4863	0.4206	1.424	1.2672	0.1992	0.6029	0.446	0.7432	0.6886	0.6608	0.3094	-0.397	0.4309	0.0857	0.2825	0.6483	0.8764	0.0453	-0.1154	-0.1506	1.4931	0.9885	0.3435	0.47	0.7583	-0.1555	0.0653	1.4594	1.8854	2.0242	1.0996
ahpC	BSU40090	4118950	4119513	4117974	4118537	1	TRUE	TRUE	-	-	-	0.0383	-0.2432	-0.2047	1.0913	0.6119	0.6925	0.2866	0.1061	-0.76	0.1095	-0.1407	-0.5578	-0.5201	-0.0803	-0.4105	-0.652	-2.3816	-0.6129	0.0136	0.7904	-0.0948	-0.6044	0.0021	-0.4612	0.2841	0.293	0.3866	0.4467	-0.2489	0.5287	0.5526	-0.755	-2.2056	-2.5732	-2.3448	-1.1231	-1.2336	-0.6117	-0.4306	-0.4422	0.704	0.0279	0.361	-0.8388	-1.4826	-1.5925	0.3284	-0.2362	-0.0813	0.0067	0.0117	0.1912	-1.4737	-0.3585	-0.7091	-0.4071	-0.6079	0.254	0.9924	1.1238	0.6962	-0.0265	0.578	-0.0049	0.0834	0.3532	-0.0466	0.4574	0.428	0.1957	0.6074	0.5134	0.2022	1.3306	1.3376	0.7801	1.0155	1.2413	1.3414	1.3458	0.5643
ahpF	BSU40100	4119527	4121056	4118551	4120080	1	TRUE	TRUE	-	-	-	-0.1729	-0.2028	-0.55	0.5628	0.27	0.3649	0.0951	-0.1802	-1.0186	-0.4429	-0.2243	-1.255	-1.0907	-0.3072	-1.0725	-1.19	-2.7682	-1.5383	0.2341	0.9711	-0.1454	-0.7547	0.0652	-0.4902	-0.1454	-0.0015	-0.2085	0.2376	-0.1465	0.2537	0.3516	-0.8573	-2.1334	-2.5786	-2.4227	-1.3702	-1.5139	-0.8939	-0.6437	-0.7407	0.9505	0.2753	0.3139	-1.3588	-1.6908	-1.7838	0.2283	-0.0437	0.0179	0.6584	0.6807	0.3982	-1.2724	-0.4834	-1.2305	0.186	-0.6463	0.6058	1.0998	1.1901	1.109	-0.0178	0.7218	-0.0098	0.1466	0.5675	-0.0055	0.7656	0.2513	0.0631	1.3456	1.0497	0.6139	1.6107	1.512	1.0213	1.4929	1.4496	1.5891	1.5542	1.0331
S1541	new_4121082_4121165_c	4121082	4121165	4120106	4120189	-1	TRUE	TRUE	Id260210_1809	O_1815	3'UTR	-0.0094	0.1228	-0.59	0.2483	-0.1159	-1.2683	-0.3411	-1.1768	-0.9917	-0.0923	0.0608	-2.1293	-0.5349	0.3799	-0.7663	0.6531	0.333	-0.5794	-1.2191	-0.1696	-0.7886	-1.4945	-0.4385	-0.4989	0.2287	0.1727	0.0498	0.5098	0.4446	0.1137	0.8208	2.7088	1.7001	0.6282	0.9344	0.7948	0.1146	0.1448	0.1069	-0.0664	1.9287	1.3849	0.307	0.0978	-0.5594	-1.2959	-0.1391	0.2696	-0.7321	1.9028	1.8117	2.0956	0.5191	0.1804	-0.1994	-0.1253	-0.0173	-0.1066	-0.3515	-0.7676	-0.0589	-1.1043	-1.7769	0.068	0.184	0.7726	1.5596	0.1656	-0.5712	-0.953	-0.9628	-1.2907	-0.9875	0.048	0.5195	0.2748	-0.3501	-0.3968	-2.034	-0.8442	-1.4499
bglA	BSU40110	4121166	4122605	4120190	4121629	-1	TRUE	TRUE	-	-	-	-0.567	-0.5025	-0.3225	-0.7717	-0.8448	-1.0308	-0.9414	-1.2577	-0.8833	-0.6346	-0.8605	-1.1556	-0.6954	-0.2722	-0.6152	-0.1397	-0.3912	-0.5233	-1.1989	-0.3097	-1.4373	-1.2382	-0.4841	-1.2184	0.2025	0.3201	0.343	0.4996	0.7628	0.5561	1.0359	3.2757	1.9892	1.4135	1.0203	1.3123	0.6168	0.8512	0.5451	0.1729	1.4641	1.1993	0.613	-0.2377	-0.9505	-1.135	-0.5248	-0.8632	-0.6563	1.7687	1.892	1.4887	0.3824	0.0428	-0.2843	-0.1965	-0.1339	-0.0986	-0.3812	-0.4085	-0.2704	0.1095	-0.6025	0.1054	0.3493	0.1067	1.1184	-0.1285	-0.2839	-0.0791	-0.5805	-1.2157	-1.0685	0.7762	1.1846	0.1868	-0.4053	0.2457	-0.872	-0.3208	-1.4844
yyzE	BSU40120	4122619	4122849	4121643	4121873	-1	TRUE	TRUE	-	-	-	-0.5122	-0.2162	0.11	-0.6994	-0.9851	-1.0427	-0.6222	-1.0038	-0.4556	-0.2673	-0.3598	-1.0068	-0.499	0.3712	-0.3134	0.0713	0.025	0.0847	-1.4982	-0.529	-1.6915	-1.582	-0.6128	-1.1752	-0.066	0.0296	0.2052	0.2205	0.4145	0.6354	1.2983	3.6838	2.1452	1.493	1.0326	1.3991	0.4909	0.857	0.4172	-0.0178	0.5421	1.2283	0.5024	-0.4085	-1.3138	-1.4927	-0.7628	-1.1343	-1.0015	2.5751	2.5702	2.2388	0.7454	0.5746	-0.2153	-0.6476	-0.1024	-0.3668	-0.2154	-0.3949	-0.2171	0.1678	0.0897	0.0912	0.382	0.6897	1.4964	-0.0293	-0.2208	-0.0078	-0.7268	-1.1532	-0.7929	0.8997	1.0416	0.4129	-0.3034	0.058	-1.1765	-0.703	-1.3541
S1542	new_4122850_4123061_c	4122850	4123061	4121874	4122085	-1	TRUE	TRUE	Id260210_1810	O_1816	5'	-0.3162	-0.5502	0.3043	-0.4446	-0.8493	-0.9559	-0.6397	-0.8959	-0.4984	-0.0746	-0.6403	-0.7739	-0.3733	0.2994	-0.4772	0.1629	0.0724	0.0575	-1.7021	-0.4948	-1.5082	-2.1337	-0.5807	-1.4062	-0.0263	0.4807	0.2618	0.5796	0.5643	1.057	1.7036	3.8622	2.3423	1.519	1.0391	1.4614	0.5003	0.831	0.4356	-0.074	0.7976	1.1599	0.5545	-0.3594	-1.4929	-1.461	-0.5351	-1.3887	-1.0113	2.168	2.2495	1.7525	0.6592	0.4331	-0.3414	-0.7338	-0.5189	-0.5196	-0.3533	-0.2943	-0.0624	0.0624	-0.0743	0.1157	0.2874	0.6886	1.6237	-0.0305	-0.2062	-0.1603	-0.2304	-0.9753	-1.3776	0.8936	1.0101	0.2429	-0.3799	0.302	-1.3691	-0.6301	-1.5901
